product,type,logical_bytes,field_bytes,entries_per_key,keys,operation,connections,qps,p50_ms,p99_ms,p999_ms,requests,elapsed_seconds,seconds,client_cpu_cores,rx_mib_s
valkey,set,1048576,1024,1024,64,SADD_SREM,5120,667623.72,7.295,22.271,58.879,5364396,10.088756851000653,8,10.918,679.81181640625
lavik,set,1048576,1024,1024,64,SISMEMBER,80,390638.56,0.191,0.423,0.543,3126212,9.284480354999687,8,5.822,399.632783203125
redis,set,1048576,1024,1024,64,SISMEMBER,80,434204.93,0.175,0.351,0.447,3474705,9.28375703400161,8,6.298,444.202275390625
valkey,set,1048576,1024,1024,64,SISMEMBER,80,523729.53,0.151,0.287,0.431,4191409,9.285286459999043,8,7.369,535.788115234375
lavik,set,1048576,1024,1024,64,SISMEMBER,320,501939.21,0.503,2.639,4.351,4021039,9.334725078999327,8,7.365,513.49583984375
redis,set,1048576,1024,1024,64,SISMEMBER,320,694315.41,0.439,0.991,1.471,5558049,9.334209904998716,8,9.522,710.30154296875
valkey,set,1048576,1024,1024,64,SISMEMBER,320,656214.44,0.463,0.983,2.111,5253893,9.335691622000013,8,8.547,671.323291015625
lavik,set,1048576,1024,1024,64,SISMEMBER,1280,367816.87,0.263,30.847,35.839,2953479,9.634925805999956,8,5.719,376.28548828125
redis,set,1048576,1024,1024,64,SISMEMBER,1280,815565.2,1.327,4.639,11.327,6538356,9.586628095999913,8,11.831,834.342900390625
valkey,set,1048576,1024,1024,64,SISMEMBER,1280,699517.95,1.799,4.079,13.375,5605827,9.636988370999461,8,9.898,715.6237890625
lavik,set,1048576,1024,1024,64,SISMEMBER,2560,341088.7,0.271,68.095,84.479,2741203,9.985792570998456,8,5.609,348.941904296875
redis,set,1048576,1024,1024,64,SISMEMBER,2560,790915.77,2.911,7.359,28.031,6350326,10.93953869300094,8,11.01,809.126162109375
valkey,set,1048576,1024,1024,64,SISMEMBER,2560,837087.12,2.623,7.551,24.319,6719572,10.940147084998898,8,11.51,856.360595703125
lavik,set,1048576,1024,1024,64,SISMEMBER,5120,341118.12,0.383,135.167,144.383,2753776,11.689370208998298,8,5.637,348.972021484375
redis,set,1048576,1024,1024,64,SISMEMBER,5120,679751.15,7.167,25.855,70.655,5477897,11.643199241003458,8,10.585,695.401962890625
valkey,set,1048576,1024,1024,64,SISMEMBER,5120,531765.05,9.407,34.047,70.655,4286858,10.588209393001307,8,9.087,544.0084765625
lavik,set,1048576,1024,1024,64,SMEMBERS,16,2314.89,3.279,27.519,36.095,18527,9.2865159819994,8,1.991,2335.3316015625
redis,set,1048576,1024,1024,64,SMEMBERS,16,3032.13,4.895,10.303,12.095,24265,9.233657000000676,8,3.068,3058.90068359375
valkey,set,1048576,1024,1024,64,SMEMBERS,16,1240.39,12.863,18.943,23.935,9928,9.284687519997533,8,1.611,1251.33763671875
lavik,set,1048576,1024,1024,64,SMEMBERS,80,2846.32,22.399,107.519,229.375,22808,9.285384938000789,8,4.374,2871.4475
redis,set,1048576,1024,1024,64,SMEMBERS,80,2846.72,27.263,60.415,90.623,22804,9.287002787001256,8,4.009,2871.850283203125
valkey,set,1048576,1024,1024,64,SMEMBERS,80,1252.07,66.047,110.591,129.023,10054,9.28476825799953,8,1.909,1263.1253515625
lavik,stream,65536,128,512,64,XADD_MAXLEN,80,6168.12,0.415,102.911,110.079,49572,9.281937682997523,8,0.089,1.3571875
redis,stream,65536,128,512,64,XADD_MAXLEN,80,360508.28,0.215,0.455,0.535,2884236,9.283103541998571,8,5.146,79.32658203125
valkey,stream,65536,128,512,64,XADD_MAXLEN,80,406207.03,0.191,0.327,0.559,3250006,9.282558773997152,8,5.933,89.386103515625
lavik,stream,65536,128,512,64,XADD_MAXLEN,320,6314.21,0.567,415.743,425.983,51567,9.2811365689995,8,0.112,1.389326171875
redis,stream,65536,128,512,64,XADD_MAXLEN,320,499316.31,0.655,1.111,1.471,3995626,9.283445387998654,8,7.356,109.891103515625
valkey,stream,65536,128,512,64,XADD_MAXLEN,320,528581.52,0.535,1.383,1.671,4229398,9.28494232400044,8,7.141,116.342255859375
lavik,stream,65536,128,512,64,XADD_MAXLEN,1280,6682.94,96.767,1073.151,1114.111,55914,10.432488788999763,8,0.196,1.47046875
redis,stream,65536,128,512,64,XADD_MAXLEN,1280,555347.37,2.319,3.071,11.327,4445860,9.43433299499884,8,8.141,122.24244140625
valkey,stream,65536,128,512,64,XADD_MAXLEN,1280,485502.34,2.415,7.263,12.991,3891713,9.433725893999508,8,6.791,106.85056640625
lavik,stream,65536,128,512,64,XADD_MAXLEN,2560,6836.2,274.431,1441.791,1490.943,58327,10.632967081997776,8,0.292,1.504189453125
redis,stream,65536,128,512,64,XADD_MAXLEN,2560,543764.48,4.735,6.591,26.367,4365239,9.585820880001847,8,8.303,119.69294921875
valkey,stream,65536,128,512,64,XADD_MAXLEN,2560,460558.91,5.599,7.935,27.135,3691749,9.585066052997718,8,6.616,101.356328125
lavik,stream,65536,128,512,64,XADD_MAXLEN,5120,7110.15,630.783,2424.831,2441.215,62857,11.935931002997677,8,0.424,1.564453125
redis,stream,65536,128,512,64,XADD_MAXLEN,5120,502462.98,9.727,24.575,55.551,4035860,10.889406665002753,8,7.423,110.5876953125
valkey,stream,65536,128,512,64,XADD_MAXLEN,5120,538575.28,9.151,24.319,40.703,4325723,9.887521739001386,8,8.409,118.556728515625
lavik,stream,65536,128,512,64,XRANGE,80,120255.1,0.551,2.223,3.167,962255,9.281874281001365,8,2.85,25.183916015625
redis,stream,65536,128,512,64,XRANGE,80,272008.5,0.295,0.591,0.671,2176306,9.282643964997987,8,4.019,56.96423828125
valkey,stream,65536,128,512,64,XRANGE,80,401385.01,0.191,0.351,0.551,3211976,9.28237548800098,8,5.847,84.0583984375
lavik,stream,65536,128,512,64,XRANGE,320,135511.96,1.631,11.199,17.279,1085710,9.3326885030001,8,3.346,28.37880859375
redis,stream,65536,128,512,64,XRANGE,320,339381.4,0.935,1.207,2.287,2716853,9.332249533999857,8,5.261,71.073271484375
valkey,stream,65536,128,512,64,XRANGE,320,411386.0,0.735,1.775,2.287,3291854,9.332360917000187,8,5.923,86.15255859375
lavik,stream,65536,128,512,64,XRANGE,1280,104391.35,0.599,111.615,118.271,841035,9.633579633002228,8,2.664,21.86123046875
redis,stream,65536,128,512,64,XRANGE,1280,336295.81,3.775,4.735,18.815,2695459,9.583233355999255,8,5.477,70.426787109375
valkey,stream,65536,128,512,64,XRANGE,1280,254786.72,4.799,7.231,22.399,2045971,9.58245492199785,8,3.832,53.35703125
lavik,stream,65536,128,512,64,XRANGE,2560,94784.81,0.559,246.783,253.951,765868,9.934293610000168,8,2.682,19.848857421875
redis,stream,65536,128,512,64,XRANGE,2560,345283.05,7.135,14.783,41.215,2772895,9.934861312998692,8,5.976,72.30833984375
valkey,stream,65536,128,512,64,XRANGE,2560,211563.46,11.967,23.167,45.567,1699019,9.934653098000126,8,3.538,44.304609375
lavik,stream,65536,128,512,64,XRANGE,5120,92191.99,0.599,503.807,511.999,750318,10.685789068000304,8,3.096,19.304736328125
redis,stream,65536,128,512,64,XRANGE,5120,318777.84,15.807,49.919,99.327,2568138,11.58933252800125,8,5.475,66.756611328125
valkey,stream,65536,128,512,64,XRANGE,5120,192813.45,25.983,70.143,112.127,1558762,10.585340077999717,8,3.821,40.376806640625
lavik,stream,65536,128,512,64,XRANGE_FULL,16,4289.07,3.471,7.647,9.983,34325,9.282511394998437,8,4.565,339.04619140625
redis,stream,65536,128,512,64,XRANGE_FULL,16,7368.0,2.143,3.311,4.319,58950,9.231083131002379,8,1.665,582.431669921875
valkey,stream,65536,128,512,64,XRANGE_FULL,16,7208.04,2.095,3.951,4.063,57666,9.230759175999992,8,1.385,569.7871484375
lavik,stream,65536,128,512,64,XRANGE_FULL,80,3931.48,20.095,30.975,34.815,31480,9.284906659002445,8,9.379,310.77908203125
redis,stream,65536,128,512,64,XRANGE_FULL,80,7484.89,10.367,18.815,24.703,59911,9.281872089999524,8,1.662,591.672216796875
valkey,stream,65536,128,512,64,XRANGE_FULL,80,7030.31,11.391,17.151,21.375,56272,9.280686367997987,8,1.365,555.73751953125
lavik,stream,65536,1024,64,64,XADD_MAXLEN,80,6203.34,0.567,102.399,108.031,49938,9.281386483999086,8,0.091,6.665595703125
redis,stream,65536,1024,64,64,XADD_MAXLEN,80,340703.47,0.231,0.487,0.559,2725732,9.283037838999007,8,4.957,366.09595703125
valkey,stream,65536,1024,64,64,XADD_MAXLEN,80,364999.92,0.215,0.351,0.535,2920356,8.282050458998128,8,5.466,392.204833984375
lavik,stream,65536,1024,64,64,XADD_MAXLEN,320,6226.77,1.479,432.127,475.135,51404,9.280422437997913,8,0.112,6.6908203125
redis,stream,65536,1024,64,64,XADD_MAXLEN,320,423300.22,0.767,1.071,1.711,3388462,9.2829780510001,8,6.564,454.855693359375
valkey,stream,65536,1024,64,64,XADD_MAXLEN,320,363150.1,0.695,2.223,2.479,2906121,9.333590435999213,8,5.355,390.217587890625
lavik,stream,65536,1024,64,64,XADD_MAXLEN,1280,6431.72,97.279,1044.479,1089.535,54097,10.433458687999519,8,0.196,6.911005859375
redis,stream,65536,1024,64,64,XADD_MAXLEN,1280,460728.14,2.799,3.519,11.903,3690983,9.434602339999401,8,7.237,495.081240234375
valkey,stream,65536,1024,64,64,XADD_MAXLEN,1280,523883.42,2.223,6.367,9.599,4195304,9.436251953997271,8,7.528,562.95642578125
lavik,stream,65536,1024,64,64,XADD_MAXLEN,2560,6564.36,284.671,1572.863,1613.823,56111,10.633357367998542,8,0.286,7.0535546875
redis,stream,65536,1024,64,64,XADD_MAXLEN,2560,447236.84,5.503,8.831,27.903,3589386,9.58587871400232,8,7.334,480.58056640625
valkey,stream,65536,1024,64,64,XADD_MAXLEN,2560,341936.7,7.263,19.327,30.079,2744160,9.635390041999926,8,5.242,367.42146484375
lavik,stream,65536,1024,64,64,XADD_MAXLEN,5120,6864.41,679.935,2457.599,2539.519,61110,11.936347859002126,8,0.417,7.375966796875
redis,stream,65536,1024,64,64,XADD_MAXLEN,5120,364946.03,13.631,29.311,56.831,2935000,9.937269697999,8,6.695,392.1469921875
valkey,stream,65536,1024,64,64,XADD_MAXLEN,5120,387801.85,12.863,30.591,53.759,3115500,9.936464514001273,8,6.405,416.71158203125
lavik,stream,65536,1024,64,64,XRANGE,80,163903.96,0.367,2.111,2.623,1311707,9.28312776799794,8,3.656,174.184169921875
redis,stream,65536,1024,64,64,XRANGE,80,281038.14,0.279,0.567,0.639,2248553,9.282841164000274,8,4.131,298.66513671875
valkey,stream,65536,1024,64,64,XRANGE,80,440367.56,0.175,0.303,0.439,3523450,9.282833135002875,8,6.448,467.987919921875
lavik,stream,65536,1024,64,64,XRANGE,320,132556.43,0.319,19.839,21.375,1065764,9.33282500900168,8,2.877,140.87033203125
redis,stream,65536,1024,64,64,XRANGE,320,357635.01,0.895,1.159,2.079,2863953,9.33259656700102,8,5.617,380.066025390625
valkey,stream,65536,1024,64,64,XRANGE,320,463201.22,0.671,1.423,1.751,3708697,9.382637734001037,8,6.715,492.25359375
lavik,stream,65536,1024,64,64,XRANGE,1280,112757.25,0.295,99.327,107.519,910299,9.633957817000919,8,2.583,119.82923828125
redis,stream,65536,1024,64,64,XRANGE,1280,363970.35,3.487,4.287,18.687,2918157,9.58397568700093,8,5.962,386.79865234375
valkey,stream,65536,1024,64,64,XRANGE,1280,271204.98,4.479,6.527,23.039,2175260,9.583439759000612,8,4.096,288.214970703125
lavik,stream,65536,1024,64,64,XRANGE,2560,98712.52,0.279,229.375,233.471,798676,9.984421327997552,8,2.491,104.903349609375
redis,stream,65536,1024,64,64,XRANGE,2560,378477.2,6.751,12.863,42.751,3045388,10.888129618997482,8,5.733,402.21521484375
valkey,stream,65536,1024,64,64,XRANGE,2560,221726.66,11.391,23.167,48.639,1781728,9.93478041599883,8,3.695,235.632978515625
lavik,stream,65536,1024,64,64,XRANGE,5120,96532.2,0.295,473.087,479.231,783692,10.686165991999587,8,2.867,102.585966796875
redis,stream,65536,1024,64,64,XRANGE,5120,330518.28,15.167,47.615,93.695,2667770,11.640105033999134,8,5.708,351.247666015625
valkey,stream,65536,1024,64,64,XRANGE,5120,218643.39,22.783,59.903,109.055,1762984,10.63753450600052,8,4.297,232.355927734375
lavik,stream,65536,1024,64,64,XRANGE_FULL,16,15494.41,0.871,2.447,2.783,123991,9.283257663999393,8,3.83,1001.18556640625
redis,stream,65536,1024,64,64,XRANGE_FULL,16,36137.63,0.431,0.767,0.895,289118,9.233267404997605,8,3.164,2335.06685546875
valkey,stream,65536,1024,64,64,XRANGE_FULL,16,33688.49,0.471,0.607,0.751,269515,9.279905697996583,8,2.756,2176.813330078125
lavik,stream,65536,1024,64,64,XRANGE_FULL,80,23287.05,3.295,6.527,7.711,186402,9.283356593001372,8,8.029,1504.71484375
redis,stream,65536,1024,64,64,XRANGE_FULL,80,32947.03,2.399,3.343,4.895,263602,9.283187632998306,8,3.045,2128.903388671875
valkey,stream,65536,1024,64,64,XRANGE_FULL,80,38093.46,2.079,3.311,4.479,304798,9.280991455998446,8,3.321,2461.444521484375
lavik,stream,1048576,128,8192,64,XADD_MAXLEN,80,4714.61,1.647,130.559,151.551,37918,9.282480019999639,8,0.071,1.041865234375
redis,stream,1048576,128,8192,64,XADD_MAXLEN,80,358357.03,0.215,0.455,0.527,2867058,9.283389111998986,8,5.145,79.194658203125
valkey,stream,1048576,128,8192,64,XADD_MAXLEN,80,464901.87,0.167,0.319,0.567,3719532,9.282730066999648,8,6.644,102.753466796875
lavik,stream,1048576,128,8192,64,XADD_MAXLEN,320,5154.89,2.255,382.975,393.215,41942,9.28214797200053,8,0.098,1.13916015625
redis,stream,1048576,128,8192,64,XADD_MAXLEN,320,488080.66,0.671,1.063,1.511,3905986,9.28358905999994,8,7.238,107.88171875
valkey,stream,1048576,128,8192,64,XADD_MAXLEN,320,520292.88,0.543,1.519,1.799,4163714,9.33338697599902,8,7.115,115.01267578125
lavik,stream,1048576,128,8192,64,XADD_MAXLEN,1280,5342.25,95.231,958.463,966.655,44593,9.43119289400056,8,0.186,1.180576171875
redis,stream,1048576,128,8192,64,XADD_MAXLEN,1280,541729.0,2.383,3.055,12.671,4342381,9.434236261000478,8,7.95,119.75708984375
valkey,stream,1048576,128,8192,64,XADD_MAXLEN,1280,441790.13,2.575,7.647,12.799,3539448,9.433301182001742,8,6.28,97.641337890625
lavik,stream,1048576,128,8192,64,XADD_MAXLEN,2560,5651.85,428.031,1179.647,1187.839,47806,10.583191955000075,8,0.293,1.248974609375
redis,stream,1048576,128,8192,64,XADD_MAXLEN,2560,543305.18,4.639,6.495,22.399,4354497,9.58527993700045,8,8.342,120.10748046875
valkey,stream,1048576,128,8192,64,XADD_MAXLEN,2560,462231.36,5.791,8.319,28.671,3707830,9.585008918002131,8,6.647,102.1679296875
lavik,stream,1048576,128,8192,64,XADD_MAXLEN,5120,5931.97,868.351,2277.375,2293.759,52019,11.93546792199777,8,0.4,1.31087890625
redis,stream,1048576,128,8192,64,XADD_MAXLEN,5120,486656.11,10.111,25.215,56.831,3908818,9.887235444999533,8,8.191,107.56818359375
valkey,stream,1048576,128,8192,64,XADD_MAXLEN,5120,522331.15,9.407,25.343,46.591,4193591,9.93684850900172,8,8.173,115.473916015625
lavik,stream,1048576,128,8192,64,XRANGE,80,41803.86,2.015,5.183,6.399,334477,9.531991872998333,8,0.956,8.8741796875
redis,stream,1048576,128,8192,64,XRANGE,80,265993.7,0.303,0.591,0.679,2128405,9.382749939999485,8,3.855,56.46560546875
valkey,stream,1048576,128,8192,64,XRANGE,80,388646.37,0.199,0.367,0.535,3109513,9.382716627998889,8,5.615,82.502568359375
lavik,stream,1048576,128,8192,64,XRANGE,320,43545.26,2.271,49.407,51.711,349033,9.381988896999246,8,1.034,9.24373046875
redis,stream,1048576,128,8192,64,XRANGE,320,324430.55,0.983,1.247,2.319,2596891,9.332303352999588,8,5.043,68.87044921875
valkey,stream,1048576,128,8192,64,XRANGE,320,403711.38,0.775,1.191,1.719,3230358,9.333212997000373,8,5.848,85.700302734375
lavik,stream,1048576,128,8192,64,XRANGE,1280,39578.93,2.047,266.239,270.335,318947,9.632509930001106,8,1.096,8.40126953125
redis,stream,1048576,128,8192,64,XRANGE,1280,331803.95,3.807,4.863,19.327,2663318,9.58305302000008,8,5.391,70.435322265625
valkey,stream,1048576,128,8192,64,XRANGE,1280,228569.18,5.567,6.463,24.575,1835376,9.582899663000717,8,3.426,48.520546875
lavik,stream,1048576,128,8192,64,XRANGE,2560,38126.23,2.063,565.247,573.439,309288,9.933184884001093,8,1.284,8.09236328125
redis,stream,1048576,128,8192,64,XRANGE,2560,336558.26,7.359,15.295,44.543,2704528,10.034949158998643,8,5.852,71.444208984375
valkey,stream,1048576,128,8192,64,XRANGE,2560,216750.38,11.647,23.295,48.383,1741200,9.934654223001417,8,3.589,46.010712890625
lavik,stream,1048576,128,8192,64,XRANGE,5120,37556.46,2.175,1163.263,1171.455,309064,11.63723170099911,8,1.645,7.9701953125
redis,stream,1048576,128,8192,64,XRANGE,5120,314299.74,15.935,48.127,91.135,2533475,11.539251759000763,8,5.461,66.717890625
valkey,stream,1048576,128,8192,64,XRANGE,5120,188172.43,26.623,65.535,113.663,1517754,10.53674661399782,8,3.793,39.943828125
lavik,stream,1048576,128,8192,64,XRANGE_FULL,16,248.44,63.743,108.031,121.855,1988,9.531623172999389,8,4.549,316.121005859375
redis,stream,1048576,128,8192,64,XRANGE_FULL,16,425.56,36.095,72.191,83.967,3405,9.483347014000174,8,1.427,541.4980078125
valkey,stream,1048576,128,8192,64,XRANGE_FULL,16,320.18,46.079,76.799,84.479,2572,9.382552331000625,8,1.578,407.40970703125
lavik,stream,1048576,128,8192,64,XRANGE_FULL,80,250.54,321.535,428.031,454.655,2033,9.282784303999506,8,8.721,318.796064453125
redis,stream,1048576,128,8192,64,XRANGE_FULL,80,424.08,168.959,342.015,481.279,3429,9.283387267001672,8,1.415,539.6126953125
valkey,stream,1048576,128,8192,64,XRANGE_FULL,80,327.49,240.639,370.687,446.463,2635,9.282392110999353,8,1.53,416.710654296875
lavik,stream,1048576,1024,1024,64,XADD_MAXLEN,80,5576.27,1.935,100.863,114.175,44782,9.280524118003086,8,0.084,6.002421875
redis,stream,1048576,1024,1024,64,XADD_MAXLEN,80,323760.55,0.239,0.511,0.575,2590187,9.284035893997498,8,4.748,348.5071484375
valkey,stream,1048576,1024,1024,64,XADD_MAXLEN,80,393696.34,0.199,0.351,0.527,3149868,9.283059517998481,8,5.74,423.792314453125
lavik,stream,1048576,1024,1024,64,XADD_MAXLEN,320,5549.53,2.607,477.183,489.471,45269,9.331727133998356,8,0.105,5.973681640625
redis,stream,1048576,1024,1024,64,XADD_MAXLEN,320,384930.88,0.839,1.071,1.847,3081272,9.28320131199871,8,6.061,414.356494140625
valkey,stream,1048576,1024,1024,64,XADD_MAXLEN,320,348069.27,0.783,2.447,2.687,2785354,9.333272378000402,8,5.156,374.6763671875
lavik,stream,1048576,1024,1024,64,XADD_MAXLEN,1280,5585.5,141.311,1179.647,1220.607,46891,10.43321233000097,8,0.181,6.012373046875
redis,stream,1048576,1024,1024,64,XADD_MAXLEN,1280,419167.55,3.055,3.855,11.903,3356389,9.434534642998187,8,6.659,451.214716796875
valkey,stream,1048576,1024,1024,64,XADD_MAXLEN,1280,342622.46,3.743,10.239,13.951,2745996,9.434425368002849,8,5.067,368.81265625
lavik,stream,1048576,1024,1024,64,XADD_MAXLEN,2560,5669.53,276.479,1400.831,1409.023,48269,10.633820903000014,8,0.285,6.102841796875
redis,stream,1048576,1024,1024,64,XADD_MAXLEN,2560,403536.54,6.143,10.239,31.231,3237974,9.585568744998454,8,6.698,434.3865234375
valkey,stream,1048576,1024,1024,64,XADD_MAXLEN,2560,443445.6,5.663,8.639,25.983,3554220,9.635417563000374,8,6.68,477.351962890625
lavik,stream,1048576,1024,1024,64,XADD_MAXLEN,5120,5977.59,884.735,2654.207,2686.975,53751,11.98630742900059,8,0.391,6.434482421875
redis,stream,1048576,1024,1024,64,XADD_MAXLEN,5120,348860.77,14.847,30.719,55.551,2801143,10.938809841001785,8,5.615,375.526435546875
valkey,stream,1048576,1024,1024,64,XADD_MAXLEN,5120,352766.78,14.079,34.047,60.927,2833021,9.93451726299827,8,5.856,379.733984375
lavik,stream,1048576,1024,1024,64,XRANGE,80,57450.91,0.775,4.671,5.919,460184,9.53263472099934,8,1.215,61.21857421875
redis,stream,1048576,1024,1024,64,XRANGE,80,288178.77,0.271,0.567,0.663,2306363,9.283086431998527,8,4.186,307.078115234375
valkey,stream,1048576,1024,1024,64,XRANGE,80,417312.14,0.183,0.343,0.583,3339472,9.433441151999432,8,6.164,444.6803125
lavik,stream,1048576,1024,1024,64,XRANGE,320,58595.0,1.103,37.119,40.959,469990,9.382302278998395,8,1.291,62.4376171875
redis,stream,1048576,1024,1024,64,XRANGE,320,346484.03,0.927,1.175,2.175,2773403,9.332613277001656,8,5.44,369.206826171875
valkey,stream,1048576,1024,1024,64,XRANGE,320,436290.64,0.711,1.519,1.967,3491391,9.332642338002188,8,6.3,464.903271484375
lavik,stream,1048576,1024,1024,64,XRANGE,1280,52764.86,1.015,204.799,210.943,424803,9.633279761001177,8,1.315,56.224638671875
redis,stream,1048576,1024,1024,64,XRANGE,1280,349674.42,3.599,4.511,21.119,2808508,9.583688574999542,8,5.713,372.606064453125
valkey,stream,1048576,1024,1024,64,XRANGE,1280,264880.18,4.607,13.631,24.063,2123337,9.583030846999463,8,4.024,282.250888671875
lavik,stream,1048576,1024,1024,64,XRANGE,2560,48549.31,1.071,458.751,468.991,392526,9.983859068001038,8,1.433,51.732041015625
redis,stream,1048576,1024,1024,64,XRANGE,2560,348676.03,7.103,14.655,43.263,2800409,9.93568821199733,8,6.1,371.541650390625
valkey,stream,1048576,1024,1024,64,XRANGE,2560,216619.63,11.775,23.807,48.127,1740295,10.886672425000143,8,3.21,230.824736328125
lavik,stream,1048576,1024,1024,64,XRANGE,5120,47937.72,1.231,892.927,950.271,392451,10.685356722999131,8,1.954,51.079267578125
redis,stream,1048576,1024,1024,64,XRANGE,5120,302989.27,15.999,48.895,91.135,2443550,10.588050433998433,8,5.992,322.8575
valkey,stream,1048576,1024,1024,64,XRANGE,5120,212546.87,22.911,59.903,107.007,1716177,10.586524321999605,8,4.204,226.483583984375
lavik,stream,1048576,1024,1024,64,XRANGE_FULL,16,968.08,14.975,29.951,35.327,7753,9.381706316002237,8,3.874,1001.14095703125
redis,stream,1048576,1024,1024,64,XRANGE_FULL,16,1492.23,10.687,19.455,21.247,11952,9.282958115996735,8,1.811,1543.196337890625
valkey,stream,1048576,1024,1024,64,XRANGE_FULL,16,779.48,20.863,28.543,42.239,6239,9.434311589000572,8,1.272,806.102314453125
lavik,stream,1048576,1024,1024,64,XRANGE_FULL,80,1526.33,51.967,90.111,100.351,12248,9.28482606399848,8,8.483,1578.4598046875
redis,stream,1048576,1024,1024,64,XRANGE_FULL,80,1346.08,58.111,114.175,127.999,10789,9.283289327002421,8,1.644,1392.04880859375
valkey,stream,1048576,1024,1024,64,XRANGE_FULL,80,885.2,91.647,143.359,181.247,7141,9.285374795999815,8,1.686,915.430732421875
lavik,zset,65536,128,512,64,ZINCRBY,80,6205.76,0.303,99.839,105.983,50036,9.280689605002408,8,0.096,1.098154296875
redis,zset,65536,128,512,64,ZINCRBY,80,442402.69,0.175,0.343,0.439,3539437,9.28406077299951,8,6.258,78.731826171875
valkey,zset,65536,128,512,64,ZINCRBY,80,536223.23,0.143,0.303,0.423,4290365,9.28378190299918,8,7.519,95.438349609375
lavik,zset,65536,128,512,64,ZINCRBY,320,6406.6,1.071,401.407,411.647,52665,9.330758177999087,8,0.135,1.13466796875
redis,zset,65536,128,512,64,ZINCRBY,320,694864.34,0.439,0.991,1.471,5563858,9.334216095998272,8,9.255,124.2237109375
valkey,zset,65536,128,512,64,ZINCRBY,320,745245.19,0.391,1.103,2.479,5965456,9.333805859001586,8,9.681,133.332373046875
lavik,zset,65536,128,512,64,ZINCRBY,1280,6927.03,99.839,983.039,1015.807,57656,10.63313467399712,8,0.318,1.226904296875
redis,zset,65536,128,512,64,ZINCRBY,1280,836177.21,1.319,4.447,10.623,6700400,9.58532065899999,8,11.852,149.694638671875
valkey,zset,65536,128,512,64,ZINCRBY,1280,706555.83,1.791,3.487,11.327,5662573,9.585291205999965,8,9.645,126.4894140625
lavik,zset,65536,128,512,64,ZINCRBY,2560,7079.61,276.479,1409.023,1466.367,60098,10.983611200001178,8,0.56,1.253916015625
redis,zset,65536,128,512,64,ZINCRBY,2560,888087.58,2.559,6.751,24.319,7131028,9.93829349400039,8,13.287,158.348994140625
valkey,zset,65536,128,512,64,ZINCRBY,2560,702427.44,3.487,6.687,27.647,5638940,9.886731323000276,8,10.269,125.750234375
lavik,zset,65536,128,512,64,ZINCRBY,5120,7307.57,638.975,2228.223,2326.527,64345,12.636767587999202,8,0.923,1.29439453125
redis,zset,65536,128,512,64,ZINCRBY,5120,761341.36,6.175,19.071,67.583,6157266,10.640193201001239,8,12.665,136.29712890625
valkey,zset,65536,128,512,64,ZINCRBY,5120,555876.9,8.639,31.999,69.631,4501868,10.638389457999438,8,9.062,99.514453125
lavik,zset,65536,128,512,64,ZRANGE,16,24098.33,0.519,1.471,1.767,192790,8.429761977000453,8,2.848,1705.30109375
redis,zset,65536,128,512,64,ZRANGE,16,28992.44,0.551,0.727,1.103,231946,9.232921950999298,8,3.569,2051.6290625
valkey,zset,65536,128,512,64,ZRANGE,16,20519.68,0.767,1.295,1.647,164166,9.280749319001188,8,2.39,1452.05990234375
lavik,zset,65536,128,512,64,ZRANGE,80,36030.56,1.167,17.151,20.607,288362,9.28294759200071,8,4.729,2549.676298828125
redis,zset,65536,128,512,64,ZRANGE,80,31843.51,2.511,2.799,4.991,254826,9.282800225999381,8,4.2,2253.382861328125
valkey,zset,65536,128,512,64,ZRANGE,80,22825.39,3.487,4.015,4.959,182651,9.28055490600309,8,2.775,1615.22185546875
lavik,zset,65536,128,512,64,ZSCORE,80,383952.8,0.199,0.447,0.567,3072269,9.282705921999877,8,5.586,64.937197265625
redis,zset,65536,128,512,64,ZSCORE,80,462199.51,0.167,0.327,0.423,3698581,9.283941838999453,8,6.492,78.171015625
valkey,zset,65536,128,512,64,ZSCORE,80,555785.55,0.135,0.311,0.551,4446993,9.282220316999883,8,7.549,93.999091796875
lavik,zset,65536,128,512,64,ZSCORE,320,482412.18,0.615,1.647,2.815,3863176,9.333532590000686,8,7.033,81.589384765625
redis,zset,65536,128,512,64,ZSCORE,320,753735.45,0.399,0.975,1.471,6033543,9.334353805999854,8,10.093,127.47771484375
valkey,zset,65536,128,512,64,ZSCORE,320,746826.14,0.391,1.063,2.319,5981176,9.333829766001145,8,9.558,126.30919921875
lavik,zset,65536,128,512,64,ZSCORE,1280,359011.38,0.271,31.871,34.559,2882376,9.634539202001179,8,5.486,60.718759765625
redis,zset,65536,128,512,64,ZSCORE,1280,946673.99,1.135,4.639,10.367,7596274,9.586752692001028,8,13.255,160.10900390625
valkey,zset,65536,128,512,64,ZSCORE,1280,866199.88,1.207,4.575,11.007,6941317,9.63453712899718,8,11.852,146.498681640625
lavik,zset,65536,128,512,64,ZSCORE,2560,322123.29,0.255,73.215,77.823,2588557,9.93490839199876,8,5.202,54.4796875
redis,zset,65536,128,512,64,ZSCORE,2560,1016938.91,2.383,6.175,23.295,8165992,9.938514052002574,8,15.111,171.99271484375
valkey,zset,65536,128,512,64,ZSCORE,2560,843511.97,2.687,6.687,24.063,6772561,9.93672952199995,8,12.33,142.6612890625
